Center.x,Center.y,Left.x,Left.y,Right.x,Right.y,Top.x,Top.y,Bottom.x,Bottom.y,avg_value
1181.26,209.329,1170.85,209.329,1191.67,209.329,1181.26,203.493,1181.26,215.165,59.3673
1040.35,208.903,1030.22,208.903,1050.49,208.903,1040.35,203.382,1040.35,214.424,55.0495
970.01,209.008,959.746,209.008,980.273,209.008,970.01,203.639,970.01,214.377,53.4079
777.734,209.154,767.764,209.154,787.703,209.154,777.734,203.829,777.734,214.479,50.5434
707.789,208.664,697.972,208.664,717.606,208.664,707.789,203.055,707.789,214.272,50.6355
601.82,208.469,591.575,208.469,612.065,208.469,601.82,202.869,601.82,214.068,53.5125
567.276,208.332,558.161,208.332,576.391,208.332,567.276,203.081,567.276,213.583,50.9282
532.222,208.475,521.621,208.475,542.824,208.475,532.222,202.879,532.222,214.071,52.1474
476.214,208.346,466.523,208.346,485.906,208.346,476.214,202.666,476.214,214.026,52.3677
441.324,208.057,432.199,208.057,450.449,208.057,441.324,202.967,441.324,213.147,52.0255
192.592,205.549,187.734,205.549,197.45,205.549,192.592,202.902,192.592,208.195,46.2
742.65,208.863,730.707,208.863,754.593,208.863,742.65,201.791,742.65,215.935,59.8523
672.702,208.068,662.189,208.068,683.215,208.068,672.702,201.978,672.702,214.158,55.8092
406.207,208.434,395.449,208.434,416.965,208.434,406.207,202.597,406.207,214.271,57.498
370.517,207.622,361.048,207.622,379.987,207.622,370.517,202.373,370.517,212.871,52.4815
335.146,207.047,326.13,207.047,344.162,207.047,335.146,202.26,335.146,211.834,51.2651
299.134,206.747,288.483,206.747,309.786,206.747,299.134,200.755,299.134,212.74,59.988
263.761,206.226,254.897,206.226,272.625,206.226,263.761,201.387,263.761,211.066,50.0452
119.773,205.232,112.494,205.232,127.051,205.232,119.773,201.35,119.773,209.113,48.9417
84.0973,204.884,76.5349,204.884,91.6597,204.884,84.0973,200.775,84.0973,208.993,52.1789
227.939,205.589,218.903,205.589,236.975,205.589,227.939,200.434,227.939,210.743,57.3278
155.874,204.591,147.008,204.591,164.739,204.591,155.874,199.887,155.874,209.295,55.4253
1325.16,189.927,1318.8,189.927,1331.53,189.927,1325.16,186.728,1325.16,193.125,48.883
1182.74,190.417,1175.85,190.417,1189.63,190.417,1182.74,186.834,1182.74,194,48.9727
1361.09,189.385,1353.81,189.385,1368.37,189.385,1361.09,185.686,1361.09,193.084,55.0826
1289.84,189.672,1283.74,189.672,1295.94,189.672,1289.84,186.147,1289.84,193.197,49.7011
1254.39,189.547,1247.4,189.547,1261.38,189.547,1254.39,185.969,1254.39,193.125,48.6842
1218.71,190.076,1211.4,190.076,1226.02,190.076,1218.71,186.029,1218.71,194.123,48.8667
1149,190.275,1140.83,190.275,1157.17,190.275,1149,185.727,1149,194.823,51.2095
1113.94,190.342,1105.97,190.342,1121.91,190.342,1113.94,185.951,1113.94,194.734,51.0071
1078.83,190.393,1068.51,190.393,1089.16,190.393,1078.83,184.678,1078.83,196.108,54.9918
1043.29,190.085,1033.76,190.085,1052.82,190.085,1043.29,185.005,1043.29,195.164,52.1979
1007.38,189.74,998.837,189.74,1015.92,189.74,1007.38,184.956,1007.38,194.525,51.5449
848.401,190.069,838.985,190.069,857.818,190.069,848.401,185.009,848.401,195.129,51.4309
813.863,189.844,805.628,189.844,822.097,189.844,813.863,185.382,813.863,194.306,49.58
778.103,190.105,769.065,190.105,787.141,190.105,778.103,184.937,778.103,195.272,49.6947
743.332,189.862,734.927,189.862,751.736,189.862,743.332,184.783,743.332,194.941,50.227
917.767,190.361,905.897,190.361,929.637,190.361,917.767,183.993,917.767,196.729,57.3046
883.406,189.835,873.507,189.835,893.304,189.835,883.406,184.384,883.406,195.287,52.2535
707.291,189.46,697.448,189.46,717.133,189.46,707.291,183.73,707.291,195.191,50.1441
672.409,189.516,662.676,189.516,682.142,189.516,672.409,184.081,672.409,194.952,52.3571
637.149,189.912,626.341,189.912,647.956,189.912,637.149,183.794,637.149,196.03,56.1439
441.607,188.9,431.999,188.9,451.215,188.9,441.607,183.773,441.607,194.026,52.1691
370.311,188.379,361.623,188.379,378.999,188.379,370.311,183.713,370.311,193.046,50.5439
300.201,187.842,292.595,187.842,307.807,187.842,300.201,183.645,300.201,192.038,49.8296
971.839,189.646,960.456,189.646,983.223,189.646,971.839,183.06,971.839,196.231,59.8935
602.115,188.986,591.98,188.986,612.249,188.986,602.115,183.653,602.115,194.318,51.2613
566.33,188.432,556.152,188.432,576.508,188.432,566.33,183.081,566.33,193.783,51.4689
405.804,188.416,396.846,188.416,414.761,188.416,405.804,183.556,405.804,193.275,51.2667
335.482,187.988,326.876,187.988,344.089,187.988,335.482,183.428,335.482,192.548,50.0696
265.301,187.594,256.938,187.594,273.664,187.594,265.301,183.07,265.301,192.118,50.3725
476.287,188.538,464.565,188.538,488.009,188.538,476.287,182.15,476.287,194.925,59.3014
229.144,186.684,220.821,186.684,237.466,186.684,229.144,182.203,229.144,191.165,52.2468
157.765,185.931,149.627,185.931,165.902,185.931,157.765,181.749,157.765,190.113,49.6419
532.518,188.192,520.724,188.192,544.312,188.192,532.518,181.379,532.518,195.006,58.3656
193.973,186.766,184.928,186.766,203.017,186.766,193.973,181.345,193.973,192.187,57.4249
121.008,184.948,113.882,184.948,128.135,184.948,121.008,180.95,121.008,188.945,48.9145
84.6305,184.75,75.7695,184.75,93.4915,184.75,84.6305,179.359,84.6305,190.141,57.4526
1291.29,169.572,1288.74,169.572,1293.84,169.572,1291.29,167.979,1291.29,171.164,45.7222
1362.31,169.131,1357.71,169.131,1366.91,169.131,1362.31,166.794,1362.31,171.468,46.5102
972.615,170.71,965.661,170.71,979.57,170.71,972.615,167.123,972.615,174.297,48.1346
1327.11,169.226,1320.28,169.226,1333.94,169.226,1327.11,165.659,1327.11,172.793,54.4227
1220.01,169.657,1212.73,169.657,1227.28,169.657,1220.01,165.897,1220.01,173.417,48.7143
1184.96,170.251,1176.45,170.251,1193.47,170.251,1184.96,165.748,1184.96,174.754,52.0968
1114.05,170.499,1105.07,170.499,1123.03,170.499,1114.05,165.836,1114.05,175.162,51.5084
1080,170.056,1072.52,170.056,1087.48,170.056,1080,166.015,1080,174.097,51.0244
1044.15,170.547,1036.79,170.547,1051.51,170.547,1044.15,166.246,1044.15,174.848,50.0413
1008.05,170.669,999.545,170.669,1016.56,170.669,1008.05,166.091,1008.05,175.248,49.5321
847.083,169.574,840.612,169.574,853.554,169.574,847.083,165.999,847.083,173.15,46.3137
1255.6,169.287,1247.94,169.287,1263.27,169.287,1255.6,165.266,1255.6,173.308,52.8828
1149.75,170.215,1139.84,170.215,1159.66,170.215,1149.75,165.083,1149.75,175.347,59.1436
776.711,169.991,767.395,169.991,786.026,169.991,776.711,164.868,776.711,175.115,49.5528
637.466,170.01,628.812,170.01,646.119,170.01,637.466,164.959,637.466,175.062,50.95
567.29,169.629,557.621,169.629,576.96,169.629,567.29,164.859,567.29,174.399,49.4433
917.464,169.126,907.717,169.126,927.211,169.126,917.464,163.913,917.464,174.339,50
811.03,169.499,800.806,169.499,821.253,169.499,811.03,163.951,811.03,175.048,53.6444
740.84,169.665,730.304,169.665,751.377,169.665,740.84,163.938,740.84,175.391,51.8795
673.001,169.926,662.628,169.926,683.375,169.926,673.001,164.665,673.001,175.186,51.2174
603.232,169.517,594.481,169.517,611.983,169.517,603.232,164.38,603.232,174.654,51.4798
532.211,168.672,523.432,168.672,540.989,168.672,532.211,163.977,532.211,173.367,49.2759
406.469,167.548,399.708,167.548,413.23,167.548,406.469,163.805,406.469,171.291,47.2336
882.068,168.868,870.971,168.868,893.164,168.868,882.068,162.726,882.068,175.01,55.534
476.713,167.799,467.51,167.799,485.915,167.799,476.713,162.767,476.713,172.832,51.375
334.675,167.633,325.548,167.633,343.801,167.633,334.675,162.896,334.675,172.371,49.9011
229.498,167.256,221.207,167.256,237.79,167.256,229.498,162.86,229.498,171.651,51.3133
193.422,166.844,185.76,166.844,201.084,166.844,193.422,162.789,193.422,170.899,51.552
158.007,166.361,151.695,166.361,164.318,166.361,158.007,162.742,158.007,169.98,49.6222
706.918,169.432,694.367,169.432,719.468,169.432,706.918,162.682,706.918,176.182,57.5872
299.72,167.258,290.57,167.258,308.87,167.258,299.72,162.333,299.72,172.184,52.587
121.409,165.938,114.847,165.938,127.971,165.938,121.409,161.895,121.409,169.981,48.4608
85.4873,165.685,79.6944,165.685,91.2802,165.685,85.4873,162.117,85.4873,169.253,48.8415
441.836,167.28,431.525,167.28,452.147,167.28,441.836,161.583,441.836,172.977,57.0881
370.548,166.829,360.005,166.829,381.091,166.829,370.548,161.127,370.548,172.53,55.5408
264.947,166.525,254.282,166.525,275.611,166.525,264.947,160.726,264.947,172.324,58.7012
